ordering,seed,normalized_utility,selected_ues,resolved,rounds,switches,measured_switches,completion_switches,completion_domains,cumulative_masked_assignments,gap_decisions,non_yielding_retention_decisions,priority_completion_decisions,repaired_state_priority_decisions,unresolved_conflicts
random_07,63,96.80729656476561,53,True,5,5,4,1,1,1,3,1,1,0,0
random_08,63,96.80729656476561,53,True,5,5,4,1,1,1,2,2,1,0,0
random_09,63,96.80729656476561,53,True,5,5,4,1,1,1,3,1,1,0,0
random_10,63,96.80729656476561,53,True,5,5,4,1,1,1,3,1,1,0,0
random_11,63,96.80729656476561,53,True,5,5,4,1,1,1,2,2,1,0,0
random_12,63,96.80729656476561,53,True,5,5,4,1,1,1,3,1,1,0,0
random_13,63,96.80729656476561,53,True,5,5,4,1,1,1,3,1,1,0,0
random_14,63,96.80729656476561,53,True,5,5,4,1,1,1,3,1,1,0,0
random_15,63,96.80729656476561,53,True,5,5,4,1,1,1,3,1,1,0,0
random_16,63,96.80729656476561,53,True,5,5,4,1,1,1,2,2,1,0,0
random_17,63,96.80729656476561,53,True,5,5,4,1,1,1,2,2,1,0,0
random_18,63,96.80729656476561,53,True,5,5,4,1,1,1,3,1,1,0,0
random_19,63,96.80729656476561,53,True,5,5,4,1,1,1,3,1,1,0,0
ascending,64,99.84968896890794,55,True,8,8,8,0,0,0,6,2,0,0,0
descending,64,99.84968896890794,55,True,8,8,8,0,0,0,4,4,0,0,0
random_00,64,99.84968896890794,55,True,8,8,8,0,0,0,6,2,0,0,0
random_01,64,99.84968896890794,55,True,8,8,8,0,0,0,4,4,0,0,0
random_02,64,99.84968896890794,55,True,8,8,8,0,0,0,5,3,0,0,0
random_03,64,99.84968896890794,55,True,8,8,8,0,0,0,5,3,0,0,0
random_04,64,99.84968896890794,55,True,8,8,8,0,0,0,5,3,0,0,0
random_05,64,99.84968896890794,55,True,8,8,8,0,0,0,5,3,0,0,0
random_06,64,99.84968896890794,55,True,8,8,8,0,0,0,5,3,0,0,0
random_07,64,99.84968896890794,55,True,8,8,8,0,0,0,4,4,0,0,0
random_08,64,99.84968896890794,55,True,8,8,8,0,0,0,5,3,0,0,0
random_09,64,99.84968896890794,55,True,8,8,8,0,0,0,5,3,0,0,0
random_10,64,99.84968896890794,55,True,8,8,8,0,0,0,5,3,0,0,0
random_11,64,99.84968896890794,55,True,8,8,8,0,0,0,6,2,0,0,0
random_12,64,99.84968896890794,55,True,8,8,8,0,0,0,4,4,0,0,0
random_13,64,99.84968896890794,55,True,8,8,8,0,0,0,5,3,0,0,0
random_14,64,99.84968896890794,55,True,8,8,8,0,0,0,5,3,0,0,0
random_15,64,99.84968896890794,55,True,8,8,8,0,0,0,5,3,0,0,0
random_16,64,99.84968896890794,55,True,8,8,8,0,0,0,4,4,0,0,0
random_17,64,99.84968896890794,55,True,8,8,8,0,0,0,6,2,0,0,0
random_18,64,99.84968896890794,55,True,8,8,8,0,0,0,5,3,0,0,0
random_19,64,99.84968896890794,55,True,8,8,8,0,0,0,5,3,0,0,0
ascending,65,97.31055936634682,49,True,8,8,6,2,2,2,2,4,2,0,0
descending,65,96.45570496630194,50,True,12,12,11,1,1,2,6,5,1,0,0
random_00,65,96.45570496630194,50,True,12,12,11,1,1,2,6,5,1,0,0
random_01,65,95.27938372057191,50,True,12,12,10,2,2,3,5,5,2,0,0
random_02,65,96.45570496630194,50,True,12,12,11,1,1,2,8,3,1,0,0
random_03,65,96.45570496630194,50,True,12,12,11,1,1,2,6,5,1,0,0
random_04,65,96.45570496630194,50,True,12,12,11,1,1,2,7,4,1,0,0
random_05,65,96.45570496630194,50,True,12,12,11,1,1,2,7,4,1,0,0
random_06,65,95.27938372057191,50,True,12,12,10,2,2,3,6,4,2,0,0
random_07,65,95.27938372057191,50,True,12,12,10,2,2,3,5,5,2,0,0
random_08,65,95.27938372057191,50,True,12,12,10,2,2,3,5,5,2,0,0
random_09,65,96.45570496630194,50,True,12,12,11,1,1,2,6,5,1,0,0
random_10,65,97.31055936634682,49,True,8,8,6,2,2,2,2,4,2,0,0
random_11,65,95.27938372057191,50,True,12,12,10,2,2,3,5,5,2,0,0
random_12,65,96.45570496630194,50,True,12,12,11,1,1,2,7,4,1,0,0
random_13,65,98.80845253309518,51,True,9,9,8,1,1,1,4,4,1,0,0
random_14,65,96.45570496630194,50,True,12,12,11,1,1,2,8,3,1,0,0
random_15,65,96.45570496630194,50,True,12,12,11,1,1,2,8,3,1,0,0
random_16,65,97.31055936634682,49,True,8,8,6,2,2,2,2,4,2,0,0
random_17,65,96.45570496630194,50,True,12,12,11,1,1,2,7,4,1,0,0
random_18,65,98.80845253309518,51,True,9,9,8,1,1,1,4,4,1,0,0
random_19,65,96.45570496630194,50,True,12,12,11,1,1,2,6,5,1,0,0
ascending,66,100.0,46,True,13,13,13,0,0,0,9,4,0,0,0
descending,66,99.8964269002126,48,True,13,13,13,0,0,0,7,6,0,0,0
random_00,66,99.8964269002126,48,True,13,13,13,0,0,0,9,4,0,0,0
random_01,66,100.0,46,True,13,13,13,0,0,0,7,6,0,0,0
random_02,66,100.0,46,True,13,13,13,0,0,0,8,5,0,0,0
random_03,66,99.8964269002126,48,True,13,13,13,0,0,0,6,7,0,0,0
random_04,66,99.8964269002126,48,True,13,13,13,0,0,0,7,6,0,0,0
random_05,66,100.0,46,True,13,13,13,0,0,0,10,3,0,0,0
random_06,66,100.0,46,True,13,13,13,0,0,0,7,6,0,0,0
random_07,66,99.8964269002126,48,True,13,13,13,0,0,0,8,5,0,0,0
random_08,66,99.8964269002126,48,True,13,13,13,0,0,0,7,6,0,0,0
random_09,66,99.8964269002126,48,True,13,13,13,0,0,0,6,7,0,0,0
random_10,66,99.8964269002126,48,True,13,13,13,0,0,0,7,6,0,0,0
random_11,66,99.8964269002126,48,True,13,13,13,0,0,0,7,6,0,0,0
random_12,66,100.0,46,True,13,13,13,0,0,0,8,5,0,0,0
random_13,66,100.0,46,True,13,13,13,0,0,0,9,4,0,0,0
random_14,66,100.0,46,True,13,13,13,0,0,0,8,5,0,0,0
random_15,66,99.8964269002126,48,True,13,13,13,0,0,0,6,7,0,0,0
random_16,66,100.0,46,True,13,13,13,0,0,0,10,3,0,0,0
random_17,66,100.0,46,True,13,13,13,0,0,0,8,5,0,0,0
random_18,66,100.0,46,True,13,13,13,0,0,0,7,6,0,0,0
random_19,66,100.0,46,True,13,13,13,0,0,0,10,3,0,0,0
ascending,67,96.98499798045286,49,True,7,7,6,1,1,1,4,2,1,0,0
descending,67,96.98499798045286,49,True,7,7,6,1,1,1,3,3,1,0,0
random_00,67,96.98499798045286,49,True,7,7,6,1,1,1,5,1,1,0,0
random_01,67,96.98499798045286,49,True,7,7,6,1,1,1,5,1,1,0,0
random_02,67,96.98499798045286,49,True,7,7,6,1,1,1,4,2,1,0,0
random_03,67,96.98499798045286,49,True,7,7,6,1,1,1,5,1,1,0,0
random_04,67,96.98499798045286,49,True,7,7,6,1,1,1,3,3,1,0,0
random_05,67,96.98499798045286,49,True,7,7,6,1,1,1,5,1,1,0,0
random_06,67,96.98499798045286,49,True,7,7,6,1,1,1,5,1,1,0,0
random_07,67,96.98499798045286,49,True,7,7,6,1,1,1,3,3,1,0,0
random_08,67,96.98499798045286,49,True,7,7,6,1,1,1,3,3,1,0,0
random_09,67,96.98499798045286,49,True,7,7,6,1,1,1,4,2,1,0,0
random_10,67,96.98499798045286,49,True,7,7,6,1,1,1,4,2,1,0,0
random_11,67,96.98499798045286,49,True,7,7,6,1,1,1,4,2,1,0,0
random_12,67,96.98499798045286,49,True,7,7,6,1,1,1,4,2,1,0,0
random_13,67,96.98499798045286,49,True,7,7,6,1,1,1,4,2,1,0,0
random_14,67,96.98499798045286,49,True,7,7,6,1,1,1,3,3,1,0,0
random_15,67,96.98499798045286,49,True,7,7,6,1,1,1,3,3,1,0,0
random_16,67,96.98499798045286,49,True,7,7,6,1,1,1,4,2,1,0,0
random_17,67,96.98499798045286,49,True,7,7,6,1,1,1,4,2,1,0,0
random_18,67,96.98499798045286,49,True,7,7,6,1,1,1,4,2,1,0,0
random_19,67,96.98499798045286,49,True,7,7,6,1,1,1,3,3,1,0,0
ascending,68,94.6561480636086,52,True,9,9,7,2,2,3,4,3,2,0,0
descending,68,94.32365903874756,53,True,11,11,9,2,2,3,7,2,2,0,0
random_00,68,96.80522732852222,54,True,11,11,10,1,1,1,4,6,1,0,0
random_01,68,94.36278261171434,52,True,10,10,8,2,2,3,5,3,2,0,0
random_02,68,94.36278261171434,52,True,11,11,9,2,2,3,7,2,2,0,0
random_03,68,94.32365903874756,53,True,11,11,9,2,2,3,7,2,2,0,0
random_04,68,94.36278261171434,52,True,10,10,8,2,2,3,6,2,2,0,0
random_05,68,94.32365903874756,53,True,11,11,9,2,2,3,7,2,2,0,0
random_06,68,96.80522732852222,54,True,10,10,9,1,1,1,4,5,1,0,0
random_07,68,94.36278261171434,52,True,11,11,9,2,2,3,6,3,2,0,0
random_08,68,94.32365903874756,53,True,10,10,8,2,2,3,6,2,2,0,0
random_09,68,94.6561480636086,52,True,9,9,7,2,2,3,4,3,2,0,0
random_10,68,94.36278261171434,52,True,10,10,8,2,2,3,5,3,2,0,0
random_11,68,94.32365903874756,53,True,10,10,8,2,2,3,6,2,2,0,0
random_12,68,94.36278261171434,52,True,11,11,9,2,2,3,5,4,2,0,0
random_13,68,94.6561480636086,52,True,10,10,8,2,2,3,5,3,2,0,0
random_14,68,93.29071093876394,52,True,10,10,8,2,2,4,5,3,2,0,0
random_15,68,96.80522732852222,54,True,11,11,10,1,1,1,3,7,1,0,0
random_16,68,94.36278261171434,52,True,10,10,8,2,2,3,5,3,2,0,0
random_17,68,96.80522732852222,54,True,11,11,10,1,1,1,4,6,1,0,0
random_18,68,94.36278261171434,52,True,10,10,8,2,2,3,5,3,2,0,0
random_19,68,94.36278261171434,52,True,10,10,8,2,2,3,4,4,2,0,0
ascending,69,95.76730007966266,52,True,12,12,11,1,1,2,7,4,1,0,0
descending,69,93.34834914970699,49,True,12,12,10,2,1,5,8,2,2,0,0
random_00,69,95.76730007966266,52,True,12,12,11,1,1,2,7,4,1,0,0
random_01,69,93.34834914970699,49,True,12,12,10,2,1,5,8,2,2,0,0
random_02,69,93.34834914970699,49,True,12,12,10,2,1,5,8,2,2,0,0
random_03,69,95.76730007966266,52,True,12,12,11,1,1,2,7,4,1,0,0
random_04,69,95.01695779992029,50,True,11,11,10,1,1,2,7,3,1,0,0
random_05,69,95.76730007966266,52,True,12,12,11,1,1,2,7,4,1,0,0
random_06,69,95.01695779992029,50,True,11,11,10,1,1,2,7,3,1,0,0
random_07,69,95.76730007966266,52,True,12,12,11,1,1,2,7,4,1,0,0
random_08,69,95.76730007966266,52,True,12,12,11,1,1,2,7,4,1,0,0
random_09,69,93.34834914970699,49,True,12,12,10,2,1,5,8,2,2,0,0
random_10,69,95.01695779992029,50,True,11,11,10,1,1,2,7,3,1,0,0
random_11,69,95.76730007966266,52,True,12,12,11,1,1,2,7,4,1,0,0
random_12,69,95.01695779992029,50,True,11,11,10,1,1,2,7,3,1,0,0
random_13,69,95.76730007966266,52,True,12,12,11,1,1,2,7,4,1,0,0
random_14,69,95.76730007966266,52,True,12,12,11,1,1,2,7,4,1,0,0
random_15,69,93.34834914970699,49,True,12,12,10,2,1,5,8,2,2,0,0
random_16,69,95.01695779992029,50,True,11,11,10,1,1,2,7,3,1,0,0
random_17,69,95.76730007966266,52,True,12,12,11,1,1,2,7,4,1,0,0
random_18,69,93.34834914970699,49,True,12,12,10,2,1,5,8,2,2,0,0
random_19,69,95.76730007966266,52,True,12,12,11,1,1,2,7,4,1,0,0
ascending,70,94.73136096994357,45,True,8,8,7,1,1,2,4,3,1,0,0
descending,70,96.79009102136882,46,True,9,9,8,1,1,2,4,4,1,0,0
random_00,70,94.02653226330115,44,True,8,8,7,1,1,3,6,1,1,0,0
random_01,70,94.73136096994357,45,True,8,8,6,2,1,3,4,2,2,0,0
random_02,70,94.02653226330115,44,True,8,8,7,1,1,3,5,2,1,0,0
random_03,70,94.02653226330115,44,True,8,8,7,1,1,3,6,1,1,0,0
random_04,70,94.02653226330115,44,True,8,8,7,1,1,3,6,1,1,0,0
random_05,70,96.79009102136882,46,True,9,9,8,1,1,2,3,5,1,0,0
random_06,70,97.49491972801125,47,True,9,9,8,1,1,1,3,5,1,0,0
random_07,70,94.73136096994357,45,True,8,8,6,2,1,3,4,2,2,0,0
random_08,70,97.49491972801125,47,True,9,9,8,1,1,1,2,6,1,0,0
random_09,70,96.79009102136882,46,True,9,9,8,1,1,2,4,4,1,0,0
random_10,70,94.33469032004506,46,True,10,10,9,1,1,2,7,2,1,0,0
random_11,70,94.73136096994357,45,True,8,8,6,2,1,3,4,2,2,0,0
random_12,70,94.73136096994357,45,True,8,8,7,1,1,2,5,2,1,0,0
random_13,70,97.49491972801125,47,True,9,9,8,1,1,1,3,5,1,0,0
random_14,70,94.73136096994357,45,True,8,8,6,2,1,3,4,2,2,0,0
random_15,70,94.73136096994357,45,True,8,8,7,1,1,2,4,3,1,0,0
random_16,70,94.33469032004506,46,True,10,10,9,1,1,2,7,2,1,0,0
random_17,70,94.73136096994357,45,True,8,8,6,2,1,3,4,2,2,0,0
random_18,70,94.73136096994357,45,True,8,8,7,1,1,2,5,2,1,0,0
random_19,70,94.73136096994357,45,True,8,8,7,1,1,2,4,3,1,0,0
ascending,71,91.7329597054626,48,True,10,10,7,3,3,4,4,3,3,0,0
descending,71,91.79669689668724,48,True,10,10,8,2,2,3,5,3,2,0,0
random_00,71,91.80172511442709,48,True,9,9,7,2,2,3,4,3,2,0,0
random_01,71,91.74518545884058,48,True,10,10,8,2,2,3,5,3,2,0,0
random_02,71,91.78447114330926,48,True,10,10,7,3,3,4,4,3,3,0,0
random_03,71,91.5302718511497,48,True,11,11,8,3,3,3,4,4,3,0,0
random_04,71,91.74518545884058,48,True,10,10,8,2,2,3,5,3,2,0,0
random_05,71,91.5302718511497,48,True,11,11,8,3,3,3,4,4,3,0,0
random_06,71,91.74518545884058,48,True,10,10,8,2,2,3,5,3,2,0,0
random_07,71,91.58681150673621,48,True,10,10,7,3,3,3,3,4,3,0,0
random_08,71,91.99938475100014,48,True,9,9,7,2,2,4,5,2,2,0,0
random_09,71,91.94787331315348,48,True,9,9,7,2,2,4,5,2,2,0,0
random_10,71,91.58178328899636,48,True,11,11,8,3,3,3,4,4,3,0,0
random_11,71,91.94787331315348,48,True,9,9,7,2,2,4,5,2,2,0,0
random_12,71,91.58681150673621,48,True,10,10,7,3,3,3,3,4,3,0,0
random_13,71,91.80172511442709,48,True,9,9,7,2,2,3,4,3,2,0,0
random_14,71,91.79669689668724,48,True,10,10,8,2,2,3,5,3,2,0,0
random_15,71,91.74518545884058,48,True,10,10,8,2,2,3,5,3,2,0,0
random_16,71,91.7329597054626,48,True,10,10,7,3,3,4,4,3,3,0,0
random_17,71,91.74518545884058,48,True,10,10,8,2,2,3,5,3,2,0,0
random_18,71,91.7329597054626,48,True,10,10,7,3,3,4,4,3,3,0,0
random_19,71,92.00441296873998,48,True,8,8,6,2,2,4,4,2,2,0,0
ascending,72,91.95896649624456,49,True,16,16,12,4,3,8,4,8,4,0,0
descending,72,88.71784048135899,47,True,14,14,10,4,4,8,5,5,4,0,0
random_00,72,91.3682698174156,48,True,15,15,12,3,3,5,7,5,3,0,0
random_01,72,89.45077988796193,48,True,14,14,10,4,3,9,3,7,4,0,0
random_02,72,90.57810637877256,48,True,15,15,11,4,3,9,5,6,4,0,0
random_03,72,89.67301093159526,47,True,15,15,12,3,3,6,5,7,3,0,0
random_04,72,90.40739957777683,47,True,14,14,10,4,4,7,6,4,4,0,0
random_05,72,94.52428713495694,50,True,15,15,13,2,2,3,8,5,2,0,0
random_06,72,93.71466145370444,51,True,15,15,12,3,2,7,4,8,3,0,0
random_07,72,91.31446768816957,48,True,15,15,11,4,4,7,7,4,4,0,0
random_08,72,92.19462617600293,49,True,16,16,12,4,3,8,6,6,4,0,0
random_09,72,85.45862438833626,45,True,14,14,9,5,4,11,5,4,5,0,0
random_10,72,91.31446768816957,48,True,15,15,11,4,4,7,5,6,4,0,0
random_11,72,91.31446768816957,48,True,16,16,12,4,4,7,5,7,4,0,0
random_12,72,89.41002008026535,47,True,14,14,11,3,3,7,5,6,3,0,0
random_13,72,94.52428713495694,50,True,15,15,13,2,2,3,7,6,2,0,0
random_14,72,91.95896649624456,49,True,15,15,11,4,3,8,3,8,4,0,0
random_15,72,91.31446768816957,48,True,16,16,12,4,4,7,6,6,4,0,0
random_16,72,91.60532661072449,48,True,15,15,11,4,4,7,5,6,4,0,0
random_17,72,86.68579194480544,45,True,14,14,10,4,4,9,5,5,4,0,0
random_18,72,89.59171014748844,48,True,16,16,12,4,3,9,5,7,4,0,0
random_19,72,92.2498254187995,49,True,16,16,12,4,3,8,4,8,4,0,0
ascending,73,96.58877793075246,49,True,10,10,8,2,1,3,4,4,2,0,0
descending,73,94.34066647763642,48,True,9,9,8,1,1,3,4,4,1,0,0
random_00,73,90.80914753874198,47,True,10,10,8,2,2,4,6,2,2,0,0
random_01,73,96.58877793075246,49,True,10,10,9,1,1,2,4,5,1,0,0
random_02,73,90.80914753874198,47,True,9,9,7,2,2,4,3,4,2,0,0
random_03,73,94.34066647763642,48,True,10,10,9,1,1,3,5,4,1,0,0
random_04,73,96.58877793075246,49,True,10,10,8,2,1,3,3,5,2,0,0
random_05,73,91.32000073611103,46,True,9,9,7,2,2,4,4,3,2,0,0
random_06,73,94.34066647763642,48,True,10,10,9,1,1,3,4,5,1,0,0
random_07,73,94.34066647763642,48,True,10,10,9,1,1,3,4,5,1,0,0
random_08,73,90.80914753874198,47,True,10,10,8,2,2,4,3,5,2,0,0
random_09,73,90.80914753874198,47,True,10,10,8,2,2,4,5,3,2,0,0
random_10,73,92.07611047103352,47,True,10,10,8,2,2,4,4,4,2,0,0
random_11,73,96.58877793075246,49,True,10,10,9,1,1,2,5,4,1,0,0
random_12,73,96.58877793075246,49,True,10,10,8,2,1,3,5,3,2,0,0
random_13,73,90.80914753874198,47,True,9,9,7,2,2,4,2,5,2,0,0
random_14,73,90.80914753874198,47,True,10,10,8,2,2,4,6,2,2,0,0
random_15,73,94.34066647763642,48,True,10,10,9,1,1,3,4,5,1,0,0
random_16,73,92.07611047103352,47,True,10,10,8,2,2,4,4,4,2,0,0
random_17,73,94.34066647763642,48,True,9,9,8,1,1,3,3,5,1,0,0
random_18,73,90.80914753874198,47,True,10,10,8,2,2,4,3,5,2,0,0
random_19,73,90.80914753874198,47,True,9,9,7,2,2,4,4,3,2,0,0
ascending,74,96.17567382372441,46,True,11,11,10,1,1,2,2,8,1,0,0
descending,74,96.77466564270703,48,True,8,8,6,2,2,3,3,3,2,0,0
random_00,74,96.17567382372441,46,True,11,11,10,1,1,2,3,7,1,0,0
random_01,74,98.57172909146001,48,True,10,10,9,1,1,1,4,5,1,0,0
random_02,74,98.57172909146001,48,True,10,10,9,1,1,1,3,6,1,0,0
random_03,74,96.17567382372441,46,True,11,11,10,1,1,2,2,8,1,0,0
random_04,74,96.17567382372441,46,True,11,11,10,1,1,2,3,7,1,0,0
random_05,74,94.4537552174612,47,True,9,9,7,2,2,4,4,3,2,0,0
random_06,74,96.77466564270703,48,True,8,8,6,2,2,3,2,4,2,0,0
random_07,74,96.17567382372441,46,True,11,11,10,1,1,2,3,7,1,0,0
random_08,74,96.17567382372441,46,True,11,11,10,1,1,2,3,7,1,0,0
random_09,74,96.17567382372441,46,True,11,11,10,1,1,2,3,7,1,0,0
random_10,74,98.57172909146001,48,True,10,10,9,1,1,1,3,6,1,0,0
random_11,74,96.84981048519683,49,True,8,8,6,2,2,3,3,3,2,0,0
random_12,74,95.00592431802056,47,True,11,11,10,1,1,2,3,7,1,0,0
random_13,74,96.84981048519683,49,True,8,8,6,2,2,3,3,3,2,0,0
random_14,74,98.57172909146001,48,True,10,10,9,1,1,1,5,4,1,0,0
random_15,74,96.17567382372441,46,True,11,11,10,1,1,2,4,6,1,0,0
random_16,74,98.57172909146001,48,True,10,10,9,1,1,1,4,5,1,0,0
random_17,74,94.37861037497139,46,True,9,9,7,2,2,4,1,6,2,0,0
random_18,74,98.57172909146001,48,True,10,10,9,1,1,1,4,5,1,0,0
random_19,74,96.17567382372441,46,True,11,11,10,1,1,2,3,7,1,0,0
ascending,75,99.80590137887188,49,True,13,13,13,0,0,0,6,7,0,0,0
descending,75,96.73104488808376,46,True,14,14,13,1,1,2,5,8,1,0,0
random_00,75,99.42387847424857,49,True,13,13,13,0,0,0,6,7,0,0,0
random_01,75,99.80590137887188,49,True,13,13,13,0,0,0,7,6,0,0,0
random_02,75,99.80590137887188,49,True,13,13,13,0,0,0,6,7,0,0,0
random_03,75,96.73104488808376,46,True,14,14,13,1,1,2,7,6,1,0,0
random_04,75,99.80590137887188,49,True,13,13,13,0,0,0,7,6,0,0,0
random_05,75,99.80590137887188,49,True,13,13,13,0,0,0,8,5,0,0,0
random_06,75,99.80590137887188,49,True,13,13,13,0,0,0,6,7,0,0,0
random_07,75,96.73104488808376,46,True,14,14,13,1,1,2,6,7,1,0,0
random_08,75,96.73104488808376,46,True,14,14,13,1,1,2,7,6,1,0,0
random_09,75,96.73104488808376,46,True,14,14,13,1,1,2,8,5,1,0,0
random_10,75,99.80590137887188,49,True,13,13,13,0,0,0,6,7,0,0,0
random_11,75,99.80590137887188,49,True,13,13,13,0,0,0,7,6,0,0,0
random_12,75,99.80590137887188,49,True,13,13,13,0,0,0,6,7,0,0,0
random_13,75,96.73104488808376,46,True,14,14,13,1,1,2,6,7,1,0,0
random_14,75,99.80590137887188,49,True,13,13,13,0,0,0,7,6,0,0,0
random_15,75,99.80590137887188,49,True,13,13,13,0,0,0,8,5,0,0,0
random_16,75,96.73104488808376,46,True,14,14,13,1,1,2,6,7,1,0,0
random_17,75,96.73104488808376,46,True,14,14,13,1,1,2,6,7,1,0,0
random_18,75,99.80590137887188,49,True,13,13,13,0,0,0,6,7,0,0,0
random_19,75,99.80590137887188,49,True,13,13,13,0,0,0,7,6,0,0,0
ascending,76,94.1011043634282,49,True,14,14,12,2,1,5,7,5,2,0,0
descending,76,94.1956156625584,51,True,13,13,12,1,1,2,4,8,1,0,0
random_00,76,90.04948343826005,47,True,13,13,11,2,2,5,7,4,2,0,0
random_01,76,90.72414195101214,47,True,14,14,12,2,2,5,8,4,2,0,0
random_02,76,94.1956156625584,51,True,13,13,12,1,1,2,6,6,1,0,0
random_03,76,95.22168596817745,50,True,14,14,12,2,1,3,6,6,2,0,0
random_04,76,93.701883440245,49,True,14,14,12,2,1,5,5,7,2,0,0
random_05,76,95.22168596817745,50,True,14,14,13,1,1,2,4,9,1,0,0
random_06,76,94.87027417531048,51,True,14,14,13,1,1,2,7,6,1,0,0
random_07,76,90.04948343826005,47,True,13,13,11,2,2,5,7,4,2,0,0
random_08,76,93.93776069658891,49,True,14,14,12,2,1,5,7,5,2,0,0
random_09,76,90.72414195101214,47,True,14,14,12,2,2,5,8,4,2,0,0
random_10,76,93.701883440245,49,True,14,14,13,1,1,3,7,6,1,0,0
random_11,76,93.701883440245,49,True,14,14,13,1,1,3,6,7,1,0,0
random_12,76,95.38502963501676,50,True,14,14,12,2,1,3,7,5,2,0,0
random_13,76,95.38502963501676,50,True,14,14,13,1,1,2,6,7,1,0,0
random_14,76,90.04948343826005,47,True,13,13,11,2,2,5,7,4,2,0,0
random_15,76,92.25461450181716,48,True,14,14,12,2,1,7,9,3,2,0,0
random_16,76,93.701883440245,49,True,14,14,13,1,1,3,8,5,1,0,0
random_17,76,91.7326296330318,48,True,13,13,11,2,2,4,6,5,2,0,0
random_18,76,93.701883440245,49,True,14,14,12,2,1,5,7,5,2,0,0
random_19,76,94.87027417531048,51,True,14,14,13,1,1,2,6,7,1,0,0
ascending,77,99.79347194000937,47,True,9,9,9,0,0,0,4,5,0,0,0
descending,77,97.92367534197334,46,True,10,10,9,1,1,2,3,6,1,0,0
random_00,77,99.79347194000937,47,True,9,9,9,0,0,0,3,6,0,0,0
random_01,77,98.52854501246725,48,True,10,10,9,1,1,1,3,6,1,0,0
random_02,77,99.79347194000937,47,True,10,10,10,0,0,0,3,7,0,0,0
random_03,77,98.50418628334536,47,True,10,10,9,1,1,1,3,6,1,0,0
random_04,77,99.79347194000937,47,True,9,9,9,0,0,0,2,7,0,0,0
random_05,77,97.92367534197334,46,True,10,10,9,1,1,2,3,6,1,0,0
random_06,77,97.94803407109521,47,True,10,10,9,1,1,2,3,6,1,0,0
random_07,77,99.79347194000937,47,True,9,9,9,0,0,0,3,6,0,0,0
random_08,77,99.79347194000937,47,True,10,10,10,0,0,0,3,7,0,0,0
random_09,77,97.94803407109521,47,True,10,10,9,1,1,2,4,5,1,0,0
random_10,77,99.79347194000937,47,True,10,10,10,0,0,0,3,7,0,0,0
random_11,77,99.79347194000937,47,True,9,9,9,0,0,0,3,6,0,0,0
random_12,77,97.92367534197334,46,True,10,10,9,1,1,2,3,6,1,0,0
random_13,77,97.92367534197334,46,True,10,10,9,1,1,2,3,6,1,0,0
random_14,77,99.79347194000937,47,True,9,9,9,0,0,0,2,7,0,0,0
random_15,77,99.79347194000937,47,True,9,9,9,0,0,0,3,6,0,0,0
random_16,77,99.79347194000937,47,True,10,10,10,0,0,0,4,6,0,0,0
random_17,77,97.92367534197334,46,True,10,10,9,1,1,2,3,6,1,0,0
random_18,77,99.79347194000937,47,True,10,10,10,0,0,0,2,8,0,0,0
random_19,77,97.92367534197334,46,True,10,10,9,1,1,2,3,6,1,0,0
ascending,78,96.23344432027031,50,True,11,11,10,1,1,2,3,7,1,0,0
descending,78,93.25847899643699,50,True,11,11,9,2,1,7,4,5,2,0,0
random_00,78,94.6570793296695,50,True,11,11,10,1,1,3,5,5,1,0,0
random_01,78,92.37254753310775,49,True,10,10,8,2,2,5,3,5,2,0,0
random_02,78,94.91049374972424,51,True,11,11,10,1,1,3,4,6,1,0,0
random_03,78,93.84128741160126,49,True,10,10,9,1,1,3,2,7,1,0,0
random_04,78,96.5559745879815,52,True,11,11,10,1,1,2,3,7,1,0,0
random_05,78,93.82102540091205,51,True,11,11,9,2,1,5,4,5,2,0,0
random_06,78,96.43466870038651,51,True,11,11,10,1,1,2,5,5,1,0,0
random_07,78,93.25847899643699,50,True,11,11,9,2,1,7,5,4,2,0,0
random_08,78,90.06943665986084,49,True,11,11,9,2,2,6,5,4,2,0,0
random_09,78,94.6570793296695,50,True,11,11,10,1,1,3,4,6,1,0,0
random_10,78,93.64330806371528,48,True,10,10,8,2,2,4,3,5,2,0,0
random_11,78,91.59361161052311,49,True,11,11,9,2,2,5,4,5,2,0,0
random_12,78,93.71159196170059,50,True,11,11,10,1,1,3,3,7,1,0,0
random_13,78,94.78265394709928,50,True,11,11,9,2,1,5,3,6,2,0,0
random_14,78,94.91049374972424,51,True,11,11,10,1,1,3,4,6,1,0,0
random_15,78,94.6570793296695,50,True,11,11,10,1,1,3,6,4,1,0,0
random_16,78,90.06943665986084,49,True,11,11,9,2,2,6,4,5,2,0,0
random_17,78,95.03179963731922,52,True,11,11,10,1,1,3,5,5,1,0,0
random_18,78,95.34520035157433,51,True,11,11,10,1,1,2,4,6,1,0,0
random_19,78,93.15383542290559,50,True,11,11,9,2,2,4,4,5,2,0,0
ascending,79,98.86789466924184,55,True,10,10,9,1,1,1,4,5,1,0,0
descending,79,99.89579095127158,55,True,9,9,9,0,0,0,4,5,0,0,0
random_00,79,98.86789466924184,55,True,10,10,9,1,1,1,3,6,1,0,0
random_01,79,98.86789466924184,55,True,10,10,9,1,1,1,5,4,1,0,0
random_02,79,98.86789466924184,55,True,10,10,9,1,1,1,4,5,1,0,0
